,facname,zipcode,boro,cd,latitude,longitude,geometry,index_right,PUMA,Shape_Leng,Shape_Area
1753,CHILDREN'S HCBS WAIVER INDIVIDUALIZED CARE COORD- BROOKLYN,11207,BROOKLYN,304,40.6840191968,-73.9092708093,POINT (-73.90926939411631 40.6840109432233),24,4002,44917.4130232,70686985.4608
1754,FAMILY RESOURCE CENTER OF WESTERN QUEENS,11101,QUEENS,401,40.7496581489,-73.9356035945,POINT (-73.93560216673296 40.74964988342788),49,4109,95211.0194607,167050353.269
1755,QUEENS DIALYSIS CENTER,11434,QUEENS,412,40.683594,-73.782532,POINT (-73.78253062518769 40.68358574151226),52,4112,72793.6040684,260049220.98
1756,ODYSSEY HOUSE OF NEW YORK INC,10012,MANHATTAN,102,40.7269042042,-73.9950800281,POINT (-73.99507858249133 40.72689594490367),19,3810,122526.958548,81024704.0028
1757,ADAPT COMMUNITY NETWORK,10454,BRONX,201,40.8079654443,-73.9227389132,POINT (-73.9227374854336 40.80795716636998),9,3710,90067.9543636,137760289.541
1758,SCHERVIER NURSING CARE CENTER,10463,BRONX,208,40.8832057443,-73.9189354444,POINT (-73.91893401314917 40.88319745174667),0,3701,53227.1136077,97928516.6801
1759,RIVERDALE MENTAL HEALTH ASSOCIATION INC,10463,BRONX,208,40.8843307875,-73.9144237663,POINT (-73.91442233720805 40.88432249458464),0,3701,53227.1136077,97928516.6801
1760,THE NEW YORK PROTON CENTER,10035,MANHATTAN,111,40.8042989539,-73.934230952,POINT (-73.93422952149606 40.80429067734753),13,3804,62599.5024685,64612123.1374
1761,CHN - C A B S CLINIC,11206,BROOKLYN,301,40.7055497,-73.9443593979,POINT (-73.94435797000274 40.70554144256099),23,4001,73897.4959714,114906677.762
1762,RICHMOND MEDICAL CENTER,10310,STATEN ISLAND,501,40.6345359784,-74.1057862217,POINT (-74.10578474641888 40.63452774060982),22,3903,153890.524919,376477826.274
1763,BAINBRIDGE NURSING & REHABILITATION CENTER,10467,BRONX,207,40.8815839377,-73.8777366348,POINT (-73.877735217332 40.88157564410452),5,3706,51826.0737093,43886930.6821
1764,UNIVERSITY CONSULTATION AND TREATMENT CENTER FOR MENTAL HYGI,10451,BRONX,204,40.8301170516,-73.920099625,POINT (-73.92009819697975 40.83010876921843),7,3708,35002.7055809,55881067.7537
1765,FMS-QUEENS KIDNEY CARE,11378,QUEENS,405,40.7157906071,-73.9018656852,POINT (-73.90186426997781 40.71578234657244),50,4110,71251.3267965,205047603.928
1766,JUNCTION BOULEVARD CHILD HEALTH CLINIC,11372,QUEENS,403,40.754211,-73.871968,POINT (-73.8719665916588 40.75420273151842),42,4102,64416.9369837,117155733.277
1767,NY DOWNSTATE FAMILY SUPPORT SERVICES,10025,MANHATTAN,109,40.8052914791,-73.9609303429,POINT (-73.96092890334357 40.80528320280701),11,3802,37927.824564,46903009.3879
1768,MONTEFIORE MEDICAL CENTER,10461,BRONX,211,40.8526089537,-73.8463656349,POINT (-73.84636422999135 40.85260066371148),3,3704,47970.2030233,106216908.278
1769,MEDISYS HOWARD BEACH WOMEN&CHILDREN CARE,11414,QUEENS,410,40.6634913414,-73.8413519772,POINT (-73.84135058456604 40.66348308882722),53,4113,111168.400005,172024816.056
1770,BRONXCARE CENTER FOR PHYSICAL REHABILITATION,10453,BRONX,205,40.8464994015,-73.9103768689,POINT (-73.91037544258458 40.84649111557261),6,3707,37374.595308,42281071.5105
1771,CCNS CORONA BEHAVIORAL HEALTH CLINIC,11372,QUEENS,403,40.750501802,-73.8753599897,POINT (-73.87535858036878 40.75049353432916),42,4102,64416.9369837,117155733.277
1772,MAIMONIDES BREAST CENTER,11220,BROOKLYN,310,40.6341606038,-74.0127392377,POINT (-74.01273779164846 40.63415236289204),34,4012,96983.6271364,112208109.35
1773,THE CHILD CENTER OF NY INC,11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
1774,JOHN F. KENNEDY EDUCATION CAMPUS,10463,MANHATTAN,208,40.877239372,-73.9131204353,POINT (-73.91311900694343 40.87723108038718),10,3801,62589.0551493,81247268.6263
1775,"INSTITUTE FOR COMMUNITY LIVING, INC.",11207,BROOKLYN,305,40.6759287397,-73.8991445535,POINT (-73.89914314152684 40.67592048620561),30,4008,97558.4670821,164339106.08
1776,GREENWICH HOUSE COUNSELING CENTER OP,10001,MANHATTAN,105,40.7457482807,-73.9922994817,POINT (-73.99229803604484 40.74574001761823),16,3807,71863.8360436,85622064.5857
1777,NYCCC QUEENS DAY TREATMENT (QDT),11426,QUEENS,413,40.7456872382,-73.7257054333,POINT (-73.72570407345695 40.74567896500677),45,4105,206027.45579,550135981.616
1778,TRANSITIONAL SERVICES FOR NEW YORK - HH NONMED CM,11435,QUEENS,412,40.7024370917,-73.8078256928,POINT (-73.80782430776135 40.7024288304821),52,4112,72793.6040684,260049220.98
1779,ICL BRONX ACT,10454,BRONX,201,40.8072120529,-73.9294959857,POINT (-73.92949455628074 40.80720377607281),9,3710,90067.9543636,137760289.541
1780,UNION PLAZA CARE CENTER,11354,QUEENS,407,40.7672666821,-73.8267661593,POINT (-73.82676476524489 40.76725840954975),43,4103,149451.567392,329873810.656
1781,HOUSING WORKS MENTAL HEALTH CLINIC,10009,MANHATTAN,103,40.7246102129,-73.9759400413,POINT (-73.97593860187533 40.72460195302833),18,3809,36351.6176183,48695493.6207
1782,THE HUB HEALTH CENTER,10455,BRONX,201,40.8155242621,-73.9151836724,POINT (-73.91518224685608 40.81551598276675),9,3710,90067.9543636,137760289.541
1783,CHN MOBILE UNIT THREE,11435,QUEENS,412,40.6969311178,-73.8058872609,POINT (-73.80588587733881 40.69692285790379),52,4112,72793.6040684,260049220.98
1784,NYU COLLEGE OF DENTISTRY - BROOKLYN,11201,BROOKLYN,302,40.6910579937,-73.9829326043,POINT (-73.98293116487625 40.6910497412608),26,4004,73010.0956282,86682052.0213
1785,NEW ALTERNATIVES FOR CHILDREN INC,10010,MANHATTAN,105,40.7446158652,-73.9904166343,POINT (-73.99041518885237 40.74460760274413),16,3807,71863.8360436,85622064.5857
1786,"NY CONGREGATIONAL NURSING CENTER, INC",11226,BROOKLYN,317,40.6531443476,-73.9542968846,POINT (-73.9542954566591 40.65313610184063),33,4011,34953.4245338,47617950.8156
1787,HELP MORRIS CLINIC,10457,BRONX,204,40.839106395,-73.910270514,POINT (-73.9102690883996 40.83909811100725),7,3708,35002.7055809,55881067.7537
1788,"BALTIC STREET AEH, INC",11201,BROOKLYN,306,40.6861224759,-73.9947597739,POINT (-73.99475833033529 40.68611422378452),27,4005,95462.4834828,114514600.094
1789,P S 8,10458,BRONX,207,40.8723562084,-73.8833575731,POINT (-73.88335615454329 40.87234791658246),5,3706,51826.0737093,43886930.6821
1790,GREENPOINT DIALYSIS,11206,BROOKLYN,301,40.7077774129,-73.94395898,POINT (-73.94395755181904 40.70776915516684),23,4001,73897.4959714,114906677.762
1791,HAYM SOLOMON HOME FOR THE AGED,11214,BROOKLYN,311,40.5948585699,-73.9965897418,POINT (-73.99658830295452 40.594850336706),39,4017,48986.1529273,103016112.076
1792,LAFAYETTE HOUSES CHILD HEALTH CLINIC,11205,BROOKLYN,303,40.6899849572,-73.9598183571,POINT (-73.95981692430341 40.68997670339719),25,4003,44724.5004612,64036724.4504
1793,YELED V'YALDA CHILDHOOD CENTER,11230,BROOKLYN,312,40.61901093,-73.9701151702,POINT (-73.97011373856004 40.61900269037288),36,4014,51089.0682127,87680448.1856
1794,PS 288,11224,BROOKLYN,313,40.5742560135,-73.992440435,POINT (-73.99243899913306 40.57424778407093),40,4018,76220.7229706,96030474.3336
1795,"TRANSITIONAL SERVICES FOR NEW YORK, INC",11426,QUEENS,413,40.736818,-73.727995,POINT (-73.72799363905762 40.73680972871046),45,4105,206027.45579,550135981.616
1796,FMS-CITY DIALYSIS CENTER,10029,MANHATTAN,111,40.7929375652,-73.9471683971,POINT (-73.9471669629325 40.79292929061753),13,3804,62599.5024685,64612123.1374
1797,"THE OSBORNE ASSOCIATION, INC",11201,BROOKLYN,302,40.6934796882,-73.9914138748,POINT (-73.99141243227352 40.69347143484617),26,4004,73010.0956282,86682052.0213
1798,NARCO FREEDOM-GRAND CONCOURSE,10451,BRONX,201,40.8133403286,-73.9293759468,POINT (-73.92937451649195 40.81333204967351),9,3710,90067.9543636,137760289.541
1799,THE BETTER LIVING CENTER,11101,QUEENS,401,40.7503684746,-73.9346036192,POINT (-73.93460219053415 40.75036020843761),49,4109,95211.0194607,167050353.269
1800,COMPREHENSIVE HEALTH CARE CENTER,10451,BRONX,204,40.8254449676,-73.9169840812,POINT (-73.91698265476825 40.82543668626388),7,3708,35002.7055809,55881067.7537
1801,ROGOSIN INSTITUTE BROOKLYN HOME DIALYSIS,11231,BROOKLYN,306,40.6748289477,-73.9991989317,POINT (-73.99919748817418 40.67482069890649),27,4005,95462.4834828,114514600.094
1802,BROOKLYN PLAZA MED CTR WHITMAN-INGERSOLL-FARRAGUT H C,11205,BROOKLYN,302,40.6935993726,-73.9762239508,POINT (-73.97622251256048 40.69359111943201),26,4004,73010.0956282,86682052.0213
1803,SPRINGFIELD COMMUNITY HEALTH CENTER,11413,QUEENS,412,40.6792118354,-73.7555740279,POINT (-73.75557266200215 40.67920357631962),52,4112,72793.6040684,260049220.98
1804,"MANHATTAN ENDOSCOPY CENTER, LLC",10017,MANHATTAN,105,40.7548391725,-73.9794085305,POINT (-73.97940708748543 40.75483090675455),16,3807,71863.8360436,85622064.5857
1805,CENTERLIGHT HEALTHCARE D&TC - ALLERTON AVENUE SITE,10467,BRONX,211,40.8651227235,-73.8686972196,POINT (-73.86869580623988 40.86511443292054),3,3704,47970.2030233,106216908.278
1806,CES 73,10452,BRONX,204,40.8325773197,-73.9265052339,POINT (-73.92650380292584 40.83256903730415),7,3708,35002.7055809,55881067.7537
1807,BROOKLYN MENTAL HEALTH COURT,11201,BROOKLYN,302,40.6946132595,-73.9877059898,POINT (-73.98770454812399 40.69460500611788),26,4004,73010.0956282,86682052.0213
1808,NEW HORIZON COUNSELING CENTER WEST ROCKAWAY CLINIC,11693,QUEENS,414,40.5875600217,-73.8132194733,POINT (-73.81321809481838 40.58755178311606),54,4114,402487.073726,310522670.444
1809,WESTON UNITED COMMUNITY RENEWAL INC.,10035,MANHATTAN,111,40.8021342644,-73.9386143866,POINT (-73.93861295397728 40.80212598839793),13,3804,62599.5024685,64612123.1374
1810,MH PROVIDERS OF WESTERN QUEENS - HH NONMED CM,11377,QUEENS,402,40.7444444238,-73.9028158648,POINT (-73.90281444758374 40.74443615760951),49,4109,95211.0194607,167050353.269
1811,X 113,10467,BRONX,212,40.880664789,-73.8601142369,POINT (-73.86011282492674 40.88065649515779),1,3702,106167.592328,188993662.687
1812,BRIDGE VIEW NURSING HOME,11357,QUEENS,407,40.7813531372,-73.8240008515,POINT (-73.82399945726482 40.78134486091309),43,4103,149451.567392,329873810.656
1813,SERENDIPITY I JOHN DAVID CNTR IR,10018,MANHATTAN,105,40.7536169162,-73.9919051422,POINT (-73.99190369557994 40.75360865173355),16,3807,71863.8360436,85622064.5857
1814,THE CHILD CENTER OF NY - FLUSHING CLINIC,11355,QUEENS,407,40.7577916078,-73.8268264849,POINT (-73.82682509139354 40.7577833364722),43,4103,149451.567392,329873810.656
1815,OUTREACH DEVELOPMENT CORP. RRSY 1,11418,QUEENS,409,40.7002527975,-73.8319922886,POINT (-73.83199089746856 40.700244537002),51,4111,56320.396492,132524480.546
1816,CENTER FOR HEARING AND COMMUNICATION,10004,MANHATTAN,101,40.7062323411,-74.012432875,POINT (-74.01243142463876 40.70622408591056),19,3810,122526.958548,81024704.0028
1817,SUMNER AVENUE HOUSES CHILD HEALTH CLINIC,11206,BROOKLYN,303,40.6981882427,-73.9405472157,POINT (-73.94054578851194 40.69817998643121),25,4003,44724.5004612,64036724.4504
1818,BRONX HOUSE 4 - AFTERCARE,10461,BRONX,211,40.8479300176,-73.8439162517,POINT (-73.84391484669143 40.84792172848697),3,3704,47970.2030233,106216908.278
1819,RUMC PARTIAL HOSPITALIZATION PROGRAM,10314,STATEN ISLAND,502,40.6125497509,-74.1766969163,POINT (-74.17669541983915 40.61254152024118),21,3902,153372.622901,675481898.963
1820,EMPOWERMENT CENTER,11435,QUEENS,412,40.7024370917,-73.8078256928,POINT (-73.80782430776135 40.7024288304821),52,4112,72793.6040684,260049220.98
1821,ADOLESCENT HEALTH CENTER - MENTAL HEALTH CLINIC,10128,MANHATTAN,108,40.7823443329,-73.9471912014,POINT (-73.94718976697632 40.78233606038028),14,3805,54449.5033787,55222267.9563
1822,HEARST CHILDRENS CENTER,11230,BROOKLYN,314,40.630625895,-73.9732307327,POINT (-73.97322930015659 40.6306176532978),37,4015,50007.9713088,81045770.1741
1823,BELLEVUE HOSPITAL OUTPATIENT PSYCHIATRY CLINIC,10016,MANHATTAN,106,40.7391058076,-73.9751192557,POINT (-73.97511781569598 40.73909754526689),17,3808,43083.5505189,44952037.8009
1824,EPISCOPAL HEALTH SERVICES INC,11691,QUEENS,414,40.5994772781,-73.7530308622,POINT (-73.75302950131928 40.59946903494605),54,4114,402487.073726,310522670.444
1825,LOWER EASTSIDE SERVICE CENTER INC,10002,MANHATTAN,103,40.7137769555,-73.995862649,POINT (-73.99586120302978 40.71376869859005),18,3809,36351.6176183,48695493.6207
1826,GRAMERCY PARK DDC - BENNETT AVENUE,10033,MANHATTAN,112,40.8507549274,-73.9368289895,POINT (-73.93682755418855 40.85074664161453),10,3801,62589.0551493,81247268.6263
1827,BRONXCARE CHILD STUDY CENTER,10457,BRONX,206,40.8465702902,-73.9012765051,POINT (-73.90127508263249 40.84656200367168),6,3707,37374.595308,42281071.5105
1828,SYLVIA DEL VILLARD CDTP,10009,MANHATTAN,103,40.7288021112,-73.9792838891,POINT (-73.9792824482965 40.72879385096532),18,3809,36351.6176183,48695493.6207
1829,THE CHILD CENTER OF NY - C&Y BCM,11375,QUEENS,406,40.7152680358,-73.8306133229,POINT (-73.83061192997017 40.71525977272626),48,4108,37999.6381715,77765102.8446
1830,STAPLETON CHILD HEALTH CLINIC,10304,STATEN ISLAND,501,40.6267711202,-74.0773518347,POINT (-74.07735036796912 40.62676288291221),22,3903,153890.524919,376477826.274
1831,ASSERTIVE COMMUNITY TREATMENT,11206,BROOKLYN,303,40.6995762326,-73.9423880587,POINT (-73.94238663144121 40.69956797649719),24,4002,44917.4130232,70686985.4608
1832,PROJECT CLEAN,11428,QUEENS,413,40.7149306688,-73.7512110191,POINT (-73.75120965151775 40.71492240259197),45,4105,206027.45579,550135981.616
1833,WILLIAMSBURG CLINIC,11206,BROOKLYN,303,40.699687693,-73.9407651524,POINT (-73.94076372522622 40.69967943666684),24,4002,44917.4130232,70686985.4608
1834,L'REFUAH MEDICAL & REHABILITATION CENTER,11218,BROOKLYN,312,40.6407123253,-73.9853719394,POINT (-73.98537050155878 40.64070408196097),36,4014,51089.0682127,87680448.1856
1835,SKILLED NURSING FACILITY ENHANCED SUPPORT PROGRAM),11427,QUEENS,413,40.7413892437,-73.7315113486,POINT (-73.73150998654056 40.74138097179089),45,4105,206027.45579,550135981.616
1836,"ODYSSEY HOUSE, INC. IR",10005,MANHATTAN,101,40.7051118516,-74.0060689426,POINT (-74.00606749503864 40.70510359652912),19,3810,122526.958548,81024704.0028
1837,R.P.M.S. ADVOCACY/SUPPORT SERVICES,10035,MANHATTAN,111,40.8010435758,-73.9381581771,POINT (-73.93815674506345 40.8010352994992),13,3804,62599.5024685,64612123.1374
1838,X 162 CAMPUS,10455,BRONX,201,40.8147358767,-73.9120501931,POINT (-73.91204876815102 40.81472759719635),9,3710,90067.9543636,137760289.541
1839,QUEENS CHILDREN'S INPATIENT UNIT,11426,QUEENS,413,40.7456872382,-73.7257054333,POINT (-73.72570407345695 40.74567896500677),45,4105,206027.45579,550135981.616
1840,INSTITUTE CENTER FOR COUNSELING AT WALTON AVENUE,10453,BRONX,205,40.849604043,-73.909023025,POINT (-73.90902159926549 40.84959575702321),6,3707,37374.595308,42281071.5105
1841,UNIVERSITY CENTER FOR REHABILITATION AND NURSING,10468,BRONX,207,40.8648226079,-73.9019576285,POINT (-73.90195620415506 40.86481431854856),5,3706,51826.0737093,43886930.6821
1842,NAC MENTAL HEALTH CLINIC,10010,MANHATTAN,105,40.7446158652,-73.9904166343,POINT (-73.99041518885237 40.74460760274413),16,3807,71863.8360436,85622064.5857
1843,JACOBI BEHAVIORAL HEALTH CARE SERVICES CPEP,10461,BRONX,211,40.8564784615,-73.8475477395,POINT (-73.84754633303697 40.85647017154736),3,3704,47970.2030233,106216908.278
1844,POSTGRADUATE CHILD ADOLESCENT & FAMILY CLINIC,10453,BRONX,205,40.851965,-73.910774,POINT (-73.91077257411645 40.85195671271632),6,3707,37374.595308,42281071.5105
1845,AIDS HEALTHCARE FOUNDATION,10451,BRONX,201,40.8199735936,-73.9221942866,POINT (-73.92219285876907 40.81996531331432),9,3710,90067.9543636,137760289.541
1846,CHILD AND FAMILY OUTPATIENT CLINIC,10128,MANHATTAN,111,40.7869252972,-73.95275598,POINT (-73.95275454382229 40.78691702447848),13,3804,62599.5024685,64612123.1374
1847,JAMAICA HEALTH CENTER,11432,QUEENS,412,40.7039791268,-73.8002078336,POINT (-73.8002064511585 40.703970864426),52,4112,72793.6040684,260049220.98
1848,CARE COORDINATION SERVICES,10002,MANHATTAN,103,40.7205441036,-73.9905284884,POINT (-73.99052704429502 40.72053584517778),18,3809,36351.6176183,48695493.6207
1849,NEW YORK FLUSHING HOSPITAL AND MEDICAL CENTER CLINIC,11355,QUEENS,407,40.7550889046,-73.8171796566,POINT (-73.81717826516956 40.7550806331033),43,4103,149451.567392,329873810.656
1850,NYS FAMILY COURT - BRONX,10451,BRONX,204,40.8268863671,-73.9202906057,POINT (-73.92028917733955 40.82687808523495),7,3708,35002.7055809,55881067.7537
1851,NEW YORK PSYCHOTHERAPY ADULT HOME CDTP,11434,QUEENS,412,40.6796925658,-73.7594341477,POINT (-73.75943277991063 40.67968430708166),52,4112,72793.6040684,260049220.98
1852,MONTEFIORE MEDICAL CENTER - WELLNESS CENTER AT WATERS PLACE,10461,BRONX,211,40.8459085674,-73.8407624202,POINT (-73.84076101695329 40.84590027890851),3,3704,47970.2030233,106216908.278
1853,PHOENIX HOUSE HAUPPAUGE CENTER IR,11106,QUEENS,401,40.7646743658,-73.9402843643,POINT (-73.94028293357722 40.76466609693622),41,4101,76015.2039665,143819416.07
1854,NEW YORK WEILL CORNELL CENTER ADULT CLINIC,10065,MANHATTAN,108,40.7647207846,-73.9539186888,POINT (-73.95391725334738 40.76471251615989),14,3805,54449.5033787,55222267.9563
1855,NYU LANGONE RUTHERFORD,10003,MANHATTAN,106,40.7347479464,-73.9836593575,POINT (-73.98365791470906 40.73473968471162),17,3808,43083.5505189,44952037.8009
1856,THE RIVERSIDE,10024,MANHATTAN,107,40.7906381104,-73.9793644108,POINT (-73.97936296603626 40.79062983792554),15,3806,47538.4259936,88497862.2383
1857,"ROYAL CARE CERTIFIED HOME HEALTH CARE, LLC",11357,QUEENS,407,40.770536454,-73.8364102112,POINT (-73.83640881382634 40.77052817994585),43,4103,149451.567392,329873810.656
1858,FAMILY SUPPORT LIAISON CENTER,10018,MANHATTAN,104,40.7531773909,-73.9932209759,POINT (-73.99321952853674 40.75316912611184),16,3807,71863.8360436,85622064.5857
1859,ON-SITE REHABILITATION,10035,MANHATTAN,111,40.7843766162,-73.931910634,POINT (-73.93190920469544 40.78436834324162),13,3804,62599.5024685,64612123.1374
1860,SCAN-NY VOLUNTEER PARENT-AIDES OP,10029,MANHATTAN,111,40.7876363155,-73.9423233302,POINT (-73.94232189789265 40.78762804154308),13,3804,62599.5024685,64612123.1374
1861,COMMUNITY HEALTHCARE NETWORK,10459,BRONX,202,40.8232947754,-73.8952248711,POINT (-73.89522345197216 40.82328649364702),9,3710,90067.9543636,137760289.541
1862,BELLEVUE HOSPITAL CENTER (HHC) OP,10016,MANHATTAN,106,40.7391058076,-73.9751192557,POINT (-73.97511781569598 40.73909754526689),17,3808,43083.5505189,44952037.8009
1863,THE INSTITUTE FOR FAMILY HEALTH AT WESTCHESTER SQUARE,10461,BRONX,210,40.8396041761,-73.8411226334,POINT (-73.84112123054875 40.83959588921523),8,3709,73288.7773801,124117768.897
1864,BRIDGE DIANE GOLDBERG PROS,10025,MANHATTAN,107,40.8024291162,-73.9669920152,POINT (-73.96699057356408 40.80242084030107),11,3802,37927.824564,46903009.3879
1865,MANHATTAN PC - HHCM,10027,MANHATTAN,110,40.8092154571,-73.9474186922,POINT (-73.9474172570139 40.80920717929201),12,3803,38111.6886704,39843953.7438
1866,SUNSET PARK HEALTH COUNCIL INC,11220,BROOKLYN,307,40.6451511767,-74.0092639602,POINT (-74.0092625141239 40.64514293369552),34,4012,96983.6271364,112208109.35
1867,HCBS WAIVER INDIVIDUALIZED CARE COORDINATION- QUEENS,11432,QUEENS,412,40.7055967452,-73.7991662183,POINT (-73.79916483677208 40.70558848277752),52,4112,72793.6040684,260049220.98
1868,TEEN START,10027,MANHATTAN,110,40.8076678373,-73.9468022586,POINT (-73.94680082382524 40.80765955977032),12,3803,38111.6886704,39843953.7438
1869,HARLEM HOSPITAL ADULT OUTPATIENT CLINIC,10037,MANHATTAN,110,40.814111949,-73.9397444556,POINT (-73.93974302256397 40.81410367006453),12,3803,38111.6886704,39843953.7438
1870,THE BRIDGE BRONX SHELTER ACT PROGRAM,10455,BRONX,202,40.8121025699,-73.903023482,POINT (-73.90302205987302 40.8120942904612),9,3710,90067.9543636,137760289.541
1871,RICHMOND MEDICAL CENTER,10301,STATEN ISLAND,501,40.6352126533,-74.1033502983,POINT (-74.10334882354627 40.63520441536209),22,3903,153890.524919,376477826.274
1872,PSCH - HH CM,11428,QUEENS,413,40.7149306688,-73.7512110191,POINT (-73.75120965151775 40.71492240259197),45,4105,206027.45579,550135981.616
1873,MORRIS HEIGHTS AT MELROSE AVE,10451,BRONX,201,40.8222594485,-73.9153408865,POINT (-73.91533946042696 40.82225116720043),9,3710,90067.9543636,137760289.541
1874,HARLEM REHABILITATION COMMUNITY SUPPORT SYSTEMS,10037,MANHATTAN,110,40.814111949,-73.9397444556,POINT (-73.93974302256397 40.81410367006453),12,3803,38111.6886704,39843953.7438
1875,NYC AUTISM CHARTER SCHOOLS,10456,BRONX,203,40.8286171639,-73.900057232,POINT (-73.90005580972829 40.82860888087718),4,3705,68697.5999192,122483690.262
